datetime,Close,Close_1hr,Close_2hr,sentiment_polarization,sentiment_lag_1hr,sentiment_lag_2hr,Volume USDT,trade_count_2hr,Volume USDT_2hr,Volume BTC_2hr,trade_count_1hr,Volume USDT_1hr,Volume BTC_1hr,trade_count,Volume BTC
2021-01-01 02:00:00,0.2240180904202268,0.2282550075563668,0.2200924393242733,0.5614530470836981,0.5346540189068184,0.6932063731328056,0.04611705238076,0.0730587608201139,0.0730587608201139,0.0730587608201139,0.1299990240313511,0.1299990240313511,0.1299990240313511,0.072129088119959,0.0538933477376514
2021-01-01 03:00:00,0.2256659115874588,0.2240180904202268,0.2282550075563668,0.585239413589587,0.5614530470836981,0.5346540189068184,0.0282349091332293,0.1299990240313511,0.1299990240313511,0.1299990240313511,0.072129088119959,0.072129088119959,0.072129088119959,0.0531902913641789,0.0330323529479099
2021-01-01 04:00:00,0.22452296315039,0.2256659115874588,0.2240180904202268,0.670205048975298,0.585239413589587,0.5614530470836981,0.0393635007633324,0.072129088119959,0.072129088119959,0.072129088119959,0.0531902913641789,0.0531902913641789,0.0531902913641789,0.0693363162939217,0.0460681617097995
2021-01-01 05:00:00,0.223867769778822,0.22452296315039,0.2256659115874588,0.7329499424508417,0.670205048975298,0.585239413589587,0.0283034230908424,0.0531902913641789,0.0531902913641789,0.0531902913641789,0.0693363162939217,0.0693363162939217,0.0693363162939217,0.0523019096453229,0.033227000814931
2021-01-01 06:00:00,0.2236186782447664,0.223867769778822,0.22452296315039,0.5629871173078421,0.7329499424508417,0.670205048975298,0.0273667716331479,0.0693363162939217,0.0693363162939217,0.0693363162939217,0.0523019096453229,0.0523019096453229,0.0523019096453229,0.0580576221900236,0.0321142028842562
2021-01-01 07:00:00,0.2220147333904052,0.2236186782447664,0.223867769778822,0.6972512851509531,0.5629871173078421,0.7329499424508417,0.0455835077483158,0.0523019096453229,0.0523019096453229,0.0523019096453229,0.0580576221900236,0.0580576221900236,0.0580576221900236,0.0665135146633033,0.0538017867242292
2021-01-01 08:00:00,0.2201884556501966,0.2220147333904052,0.2236186782447664,0.6704077235231695,0.6972512851509531,0.5629871173078421,0.0384784048650415,0.0580576221900236,0.0580576221900236,0.0580576221900236,0.0665135146633033,0.0665135146633033,0.0665135146633033,0.0688333170671891,0.0453927279138796
2021-01-01 09:00:00,0.2241668370235017,0.2201884556501966,0.2220147333904052,0.6713319004692037,0.6704077235231695,0.6972512851509531,0.0389619562491143,0.0665135146633033,0.0665135146633033,0.0665135146633033,0.0688333170671891,0.0688333170671891,0.0688333170671891,0.0546467368863597,0.0457067049052308
2021-01-01 10:00:00,0.2245920240733391,0.2241668370235017,0.2201884556501966,0.7164317354356701,0.6713319004692037,0.6704077235231695,0.0375590921154939,0.0688333170671891,0.0688333170671891,0.0688333170671891,0.0546467368863597,0.0546467368863597,0.0546467368863597,0.0585368478214628,0.0439481038200722
2021-01-01 11:00:00,0.2263563240621831,0.2245920240733391,0.2241668370235017,0.5915953632547044,0.7164317354356701,0.6713319004692037,0.0446896542496543,0.0546467368863597,0.0546467368863597,0.0546467368863597,0.0585368478214628,0.0585368478214628,0.0585368478214628,0.062415697579848,0.0521979552848901
2021-01-01 12:00:00,0.22478228593229,0.2263563240621831,0.2245920240733391,0.5659332164817932,0.5915953632547044,0.7164317354356701,0.0813844179037887,0.0585368478214628,0.0585368478214628,0.0585368478214628,0.062415697579848,0.062415697579848,0.062415697579848,0.1036591316882005,0.0947543624741323
2021-01-01 13:00:00,0.2293332236753436,0.22478228593229,0.2263563240621831,0.680522969755029,0.5659332164817932,0.5915953632547044,0.0428881616111884,0.062415697579848,0.062415697579848,0.062415697579848,0.1036591316882005,0.1036591316882005,0.1036591316882005,0.0643388563148925,0.0499843512241084
2021-01-01 14:00:00,0.2266386671517327,0.2293332236753436,0.22478228593229,0.5788103799335133,0.680522969755029,0.5659332164817932,0.0507270695590841,0.1036591316882005,0.1036591316882005,0.1036591316882005,0.0643388563148925,0.0643388563148925,0.0643388563148925,0.0792549104986699,0.0590570362982252
2021-01-01 15:00:00,0.2239004310700172,0.2266386671517327,0.2293332236753436,0.5831538676057204,0.5788103799335133,0.680522969755029,0.0536374309492046,0.0643388563148925,0.0643388563148925,0.0643388563148925,0.0792549104986699,0.0792549104986699,0.0792549104986699,0.0900468715199835,0.0628181672188307
2021-01-01 16:00:00,0.2261021169042054,0.2239004310700172,0.2266386671517327,0.4810932518712477,0.5831538676057204,0.5788103799335133,0.0287959093855145,0.0792549104986699,0.0792549104986699,0.0792549104986699,0.0900468715199835,0.0900468715199835,0.0900468715199835,0.0520341438878086,0.0336875186422272
2021-01-01 17:00:00,0.2217552138537391,0.2261021169042054,0.2239004310700172,0.4986250715174143,0.4810932518712477,0.5831538676057204,0.0482173234527222,0.0900468715199835,0.0900468715199835,0.0900468715199835,0.0520341438878086,0.0520341438878086,0.0520341438878086,0.0725845401561049,0.0566226888932131
2021-01-01 18:00:00,0.2216186660459709,0.2217552138537391,0.2261021169042054,0.5476339500606867,0.4986250715174143,0.4810932518712477,0.0808738266505604,0.0520341438878086,0.0520341438878086,0.0520341438878086,0.0725845401561049,0.0725845401561049,0.0725845401561049,0.1111803464938951,0.0955345393919998
2021-01-01 19:00:00,0.2207596347365817,0.2216186660459709,0.2217552138537391,0.5552812673329721,0.5476339500606867,0.4986250715174143,0.0312484829595053,0.0725845401561049,0.0725845401561049,0.0725845401561049,0.1111803464938951,0.1111803464938951,0.1111803464938951,0.0613583982102236,0.0368272073392997
2021-01-01 20:00:00,0.2241422426777221,0.2207596347365817,0.2216186660459709,0.5300939277958336,0.5552812673329721,0.5476339500606867,0.0353855020245542,0.1111803464938951,0.1111803464938951,0.1111803464938951,0.0613583982102236,0.0613583982102236,0.0613583982102236,0.0662520051150767,0.0415587003675791
2021-01-01 21:00:00,0.2233440085911001,0.2241422426777221,0.2207596347365817,0.5598827174382511,0.5300939277958336,0.5552812673329721,0.0279209928232603,0.0613583982102236,0.0613583982102236,0.0613583982102236,0.0662520051150767,0.0662520051150767,0.0662520051150767,0.0427686979326982,0.0327132865813794
2021-01-01 22:00:00,0.2253495299233501,0.2233440085911001,0.2241422426777221,0.5255358995594974,0.5598827174382511,0.5300939277958336,0.021771574346753,0.0662520051150767,0.0662520051150767,0.0662520051150767,0.0427686979326982,0.0427686979326982,0.0427686979326982,0.0469628606391843,0.0254756033469487
2021-01-01 23:00:00,0.2267144177367338,0.2253495299233501,0.2233440085911001,0.481848933752548,0.5255358995594974,0.5598827174382511,0.0187814744172723,0.0427686979326982,0.0427686979326982,0.0427686979326982,0.0469628606391843,0.0469628606391843,0.0469628606391843,0.0358105419628981,0.0219513453147856
